0 91.865692 
1 89.482038 
2 91.790293 
3 91.948271 
4 91.890831 
5 91.803516 
6 91.924655 
7 92.046767 
8 91.833365 
9 91.950402 
10 91.824303 
11 92.093622 
12 91.862441 
13 91.972534 
14 91.928694 
15 91.906844 
16 91.968598 
